Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
64427;82,7;47,6;13,3;0,999;66,04;10,75;925;0,4;-1,21;0,00;0,14;3,69;0,59;4,84;0,00;0;20,33
64507;82,7;47,6;14,1;1,095;72,74;11,75;916;0,4;-1,23;0,00;0,14;3,83;0,61;4,84;0,00;0;20,33
64587;82,7;47,6;13,0;0,999;65,87;10,75;927;0,4;-1,25;0,00;0,14;3,98;0,59;4,84;0,00;0;20,33
64665;82,7;47,6;12,6;1,079;71,38;11,75;933;0,4;-1,29;0,00;0,14;4,13;0,62;4,84;0,00;0;20,33
64748;82,7;47,6;12,6;1,169;77,23;12,75;935;0,4;-1,32;0,00;0,14;4,27;0,61;4,86;0,00;0;20,33
64826;82,7;47,6;13,0;1,084;71,64;11,75;930;0,4;-1,35;0,00;0,14;4,42;0,61;4,86;0,00;0;20,33
64907;82,7;47,6;11,8;0,993;65,03;10,75;939;0,4;-1,39;0,00;0,14;4,57;0,59;4,84;0,00;0;20,33
64986;82,7;47,6;11,1;1,068;70,03;11,75;951;0,4;-1,43;0,00;0,14;4,71;0,61;4,84;0,00;0;20,33
65066;82,7;47,6;13,3;1,009;66,13;10,75;924;0,4;-1,45;0,00;0,14;4,86;0,59;4,84;0,00;0;20,33
65147;82,7;47,6;13,3;1,100;72,23;11,75;923;0,4;-1,47;0,00;0,14;5,00;0,57;4,84;0,00;0;20,33
65227;82,7;47,6;12,6;1,004;65,37;10,75;934;0,4;-1,51;0,00;0,14;5,15;0,61;4,86;0,00;0;20,33
65307;82,7;47,6;13,0;1,095;71,72;11,75;929;0,4;-1,54;0,00;0,14;5,30;0,61;4,84;0,00;0;20,33
65386;82,7;47,6;12,6;1,004;65,45;10,75;933;0,4;-1,58;0,00;0,14;5,44;0,59;4,84;0,00;0;20,33
65467;82,7;48,4;11,8;1,004;64,94;10,75;940;0,4;-1,62;0,00;0,14;5,59;0,59;4,84;0,00;0;20,33
65546;82,7;48,4;13,0;1,015;65,70;10,75;930;0,4;-1,65;0,00;0,14;5,74;0,59;4,84;0,00;0;20,33
65628;82,7;48,4;12,6;1,095;71,47;11,75;932;0,4;-1,68;0,00;0,14;5,88;0,61;4,84;0,00;0;20,33
65707;82,7;48,4;13,3;1,025;66,04;10,75;925;0,4;-1,70;0,00;0,14;6,03;0,57;4,84;0,00;0;20,33
65786;82,7;48,4;13,3;1,105;71,89;11,75;927;0,4;-1,74;0,00;0,14;6,18;0,59;4,84;0,00;0;20,33
65866;82,7;48,4;13,3;0,934;59,85;9,75;927;0,4;-1,77;0,00;0,14;6,32;0,55;4,84;0,00;0;20,33
65946;82,7;47,6;13,3;1,020;65,96;10,75;926;0,4;-1,80;0,00;0,14;6,47;0,59;4,84;0,00;0;20,33
66027;82,7;47,6;13,0;1,111;71,89;11,75;927;0,4;-1,83;0,00;0,14;6,62;0,61;4,84;0,00;0;20,33
66106;82,7;47,6;13,0;1,025;65,70;10,75;929;0,4;-1,85;0,00;0,14;6,76;0,61;4,84;0,00;0;20,33
66187;82,7;47,6;13,0;1,020;65,62;10,75;931;0,4;-1,89;0,00;0,14;6,91;0,57;4,84;0,00;0;20,33
66268;82,7;47,6;12,6;1,020;65,37;10,75;935;0,4;-1,92;0,00;0,14;7,06;0,57;4,82;0,00;0;20,33
66347;82,7;47,6;13,0;1,031;65,70;10,75;930;0,4;-1,96;0,00;0,14;7,20;0,55;4,82;0,00;0;20,33
66427;82,7;48,4;13,0;1,116;71,55;11,75;931;0,4;-1,99;0,00;0,14;7,35;0,61;4,82;0,00;0;20,33
66505;82,7;48,4;13,3;1,121;71,98;11,75;926;0,4;-2,02;0,00;0,14;7,50;0,59;4,80;0,00;0;20,33
66586;82,7;48,4;13,0;1,031;65,79;10,75;928;0,4;-2,04;0,00;0,14;7,64;0,57;4,76;0,00;0;20,33
66666;82,7;48,4;11,8;1,116;71,22;11,75;936;0,4;-2,08;0,00;0,14;7,79;0,61;4,51;0,00;0;20,33
66745;82,7;48,4;11,8;1,025;65,20;10,75;937;0,4;-2,11;0,00;0,14;7,93;0,59;2,93;0,00;0;20,33
66825;82,7;48,4;11,8;1,105;71,05;11,75;938;0,4;-2,15;0,00;0,14;7,66;0,59;1,50;0,00;0;20,33
66906;82,7;48,4;12,2;1,025;65,28;10,75;936;0,4;-2,18;0,00;0,14;7,51;0,59;1,13;0,00;0;20,33
66986;82,7;48,4;12,6;1,025;65,37;10,75;935;0,4;-2,21;0,00;0,14;7,36;0,57;0,88;0,00;0;20,33
67067;82,7;48,4;13,0;1,025;65,53;10,75;932;0,4;-2,24;0,00;0,14;7,22;0,55;0,76;0,00;0;20,33
67147;82,7;48,4;12,6;1,020;65,53;10,75;932;0,4;-2,27;0,00;0,14;7,07;0,59;0,70;0,00;0;20,33
67227;82,7;48,4;13,7;1,031;66,38;10,75;920;0,4;-2,29;0,00;0,14;6,92;0,59;0,66;0,00;0;20,33
67306;82,7;48,4;13,7;1,121;72,40;11,75;920;0,4;-2,31;0,00;0,14;6,78;0,61;0,64;0,00;0;20,33
67385;82,7;48,4;14,4;1,041;67,15;10,75;910;0,4;-2,32;0,00;0,14;6,63;0,61;0,62;0,00;0;20,33
67466;82,7;48,4;13,7;1,127;72,83;11,75;915;0,4;-2,34;0,00;0,14;6,48;0,59;0,62;0,00;0;20,33
67545;82,7;48,4;13,7;1,212;78,76;12,75;917;0,4;-2,37;0,00;0,14;6,34;0,62;0,62;0,00;0;20,33
67626;82,7;48,4;13,7;1,031;66,55;10,75;918;0,4;-2,40;0,00;0,14;6,19;0,57;0,62;0,00;0;20,33
67706;82,7;48,4;13,0;1,111;71,98;11,75;926;0,4;-2,43;0,00;0,14;6,04;0,62;0,64;0,00;0;20,33
67786;82,7;48,4;12,6;1,009;65,45;10,75;933;0,4;-2,46;0,00;0,14;5,90;0,59;0,64;0,00;0;20,33
67865;82,7;48,4;12,6;1,095;71,38;11,75;934;0,4;-2,50;0,00;0,14;5,75;0,62;0,64;0,00;0;20,33
67945;82,7;48,4;12,6;1,009;65,28;10,75;936;0,4;-2,54;0,00;0,14;5,60;0,57;0,62;0,00;0;20,33
68026;82,7;48,4;11,8;0,999;65,11;10,75;938;0,4;-2,58;0,00;0,14;5,46;0,59;0,61;0,00;0;20,33
68107;82,7;48,4;13,3;1,015;66,13;10,75;924;0,4;-2,61;0,00;0,14;5,31;0,57;0,59;0,00;0;20,33
68186;82,7;48,4;13,3;0,924;60,11;9,75;924;0,4;-2,63;0,00;0,14;5,17;0,57;0,59;0,00;0;20,33
68266;82,7;48,4;13,7;1,020;66,55;10,75;918;0,4;-2,65;0,00;0,14;5,02;0,59;0,57;0,00;0;20,33
68346;82,7;48,4;14,1;1,020;66,81;10,75;914;0,4;-2,66;0,00;0,14;4,87;0,59;0,57;0,00;0;20,33
68426;82,7;48,4;14,8;1,025;67,40;10,75;906;0,4;-2,67;0,00;0,14;4,73;0,57;0,55;0,00;0;20,33
68505;82,7;48,4;14,8;1,031;67,74;10,75;902;0,4;-2,67;0,00;0,14;4,58;0,55;0,55;0,00;0;20,33
68585;82,7;48,4;15,2;1,031;67,82;10,75;901;0,4;-2,68;0,00;0,14;4,43;0,57;0,55;0,00;0;20,33
68667;82,7;48,4;15,9;1,041;68,33;10,75;894;0,4;-2,37;0,00;0,14;4,29;0,57;0,55;0,00;0;20,33
